subject,grade,skillId,skillIdentifier,skillDesc,,,,
ELA - Common Core," 6, 7, 8",16261,RST.6-8.3,"Follow precisely a multistep procedure when carrying out experiments, taking measurements, or performing technical tasks.",,,,
ELA - Common Core," 6, 7, 8",16268,RST.6-8.4,"Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 6-8 texts and topics.",,,,
ELA - Common Core," 6, 7, 8",16269,RST.6-8.5,"Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to an understanding of the topic.",,,,
ELA - Common Core," 6, 7, 8",16270,RST.6-8.6,"Analyze the author's purpose in providing an explanation, describing a procedure, or discussing an experiment in a text.",,,,
ELA - Common Core," 6, 7, 8",16277,RST.6-8.7,Integrate quantitative or technical information expressed in words in a text with a version of that information expressed visually.,,,,
ELA - Common Core," 6, 7, 8",16278,RST.6-8.8,"Distinguish among facts, reasoned judgment based on research findings, and speculation in a text.",,,,
ELA - Common Core," 6, 7, 8",16279,RST.6-8.9,"Compare and contrast the information gained from experiments, simulations, video, or multimedia sources with that gained from reading a text on the same topic.",,,,
ELA - Common Core," 6, 7, 8",16286,RST.6-8.10,"By the end of grade 8, read and comprehend science/technical texts in the grades 6-8 text complexity band independently and proficiently.",,,,
ELA - Common Core," 6, 7, 8",16611,WHST.6-8.1,Write arguments focused on discipline-specific content.,,,,
ELA - Common Core," 6, 7, 8",16612,WHST.6-8.1.a,"Introduce claim(s) about a topic or issue, acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically.",,,,
ELA - Common Core," 6, 7, 8",16613,WHST.6-8.1.b,"Support claim(s) with logical reasoning and relevant, accurate data and evidence that demonstrate an understanding of the topic or text, using credible sources.",,,,
ELA - Common Core," 6, 7, 8",16614,WHST.6-8.1.c,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence.",,,,
ELA - Common Core," 6, 7, 8",16615,WHST.6-8.1.d,Establish and maintain a formal style.,,,,
ELA - Common Core," 6, 7, 8",16616,WHST.6-8.1.e,Provide a concluding statement or section that follows from or supports the argument presented.,,,,
ELA - Common Core," 6, 7, 8",16617,WHST.6-8.2,"Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes.",,,,
ELA - Common Core," 6, 7, 8",16618,WHST.6-8.2.a,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories as appropriate to achieving purpose; include formatting, graphics, and multimedia when useful to aiding comprehension.",,,,
ELA - Common Core," 6, 7, 8",16619,WHST.6-8.2.b,"Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples.",,,,
ELA - Common Core," 6, 7, 8",16620,WHST.6-8.2.c,Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.,,,,
ELA - Common Core," 6, 7, 8",16621,WHST.6-8.2.d,Use precise language and domain-specific vocabulary to inform about or explain the topic.,,,,
ELA - Common Core," 6, 7, 8",16622,WHST.6-8.2.e,Establish and maintain a formal style and objective tone.,,,,
ELA - Common Core," 6, 7, 8",16623,WHST.6-8.2.f,Provide a concluding statement or section that follows from and supports the information or explanation presented.,,,,
ELA - Common Core," 6, 7, 8",16687,WHST.6-8.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.",,,,
ELA - Common Core," 6, 7, 8",16690,WHST.6-8.5,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed.",,,,
ELA - Common Core," 6, 7, 8",16691,WHST.6-8.6,"Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas clearly and efficiently.",,,,
ELA - Common Core," 6, 7, 8",16696,WHST.6-8.7,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.",,,,
ELA - Common Core," 6, 7, 8",16697,WHST.6-8.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",,,,
ELA - Common Core," 6, 7, 8",16698,WHST.6-8.9,"Draw evidence from informational texts to support analysis, reflection, and research.",,,,
ELA - Common Core," 6, 7, 8",16705,WHST.6-8.10,"Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",,,,
ELA - Common Core," 6, 7, 8, 9, 10, 11, 12",16197,RH,History/Social Studies,,,,
ELA - Common Core," 6, 7, 8, 9, 10, 11, 12",16258,RST,Science & Technical Subjects,,,,
ELA - Common Core," 6, 7, 8, 9, 10, 11, 12",16610,WHST,Writing,,,,
ELA - Common Core,7,15901,RL.7.1,Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,,,,
ELA - Common Core,7,15902,RL.7.2,Determine a theme or central idea of a text and analyze its development over the course of the text provide an objective summary of the text.,,,,
ELA - Common Core,7,15903,RL.7.3,Analyze how particular elements of a story or drama interact.,,,,
ELA - Common Core,7,15940,RL.7.4,"Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of rhymes and other repetitions of sounds on a specific verse or stanza of a poem or section of a story or drama.",,,,
ELA - Common Core,7,15941,RL.7.5,Analyze how a drama's or poem's form or structure contributes to its meaning.,,,,
ELA - Common Core,7,15942,RL.7.6,Analyze how an author develops and contrasts the points of view of different characters or narrators in a text.,,,,
ELA - Common Core,7,15972,RL.7.7,"Compare and contrast a written story, drama, or poem to its audio, filmed, staged, or multimedia version, analyzing the effects of techniques unique to each medium.",,,,
ELA - Common Core,7,15973,RL.7.9,"Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history.",,,,
ELA - Common Core,7,15991,RL.7.10,"By the end of the year, read and comprehend literary nonfiction in the grades 6-8 text complexity band proficiently, with scaffolding as needed at the high end of the range.",,,,
ELA - Common Core,7,16019,RI.7.1,Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,,,,
ELA - Common Core,7,16020,RI.7.2,Determine two or more central ideas in a text and analyze their development over the course of the text provide an objective summary of the text.,,,,
ELA - Common Core,7,16021,RI.7.3,"Analyze the interactions between individuals, events, and ideas in a text.",,,,
ELA - Common Core,7,16058,RI.7.4,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of a specific word choice on meaning and tone.",,,,
ELA - Common Core,7,16059,RI.7.5,"Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to the development of the ideas.",,,,
ELA - Common Core,7,16060,RI.7.6,Determine an author's point of view or purpose in a text and analyze how the author distinguishes his or her position from that of others.,,,,
ELA - Common Core,7,16097,RI.7.7,"Compare and contrast a text to an audio, video, or multimedia version of the text, analyzing each medium's portrayal of the subject.",,,,
ELA - Common Core,7,16098,RI.7.8,"Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims.",,,,
ELA - Common Core,7,16099,RI.7.9,Analyze how two or more authors writing about the same topic shape their presentations of key information by emphasizing different evidence or advancing different interpretations of facts.,,,,
ELA - Common Core,7,16122,RI.7.10,"By the end of the year, read and comprehend literary nonfiction in the grades 6-8 text complexity band proficiently, with scaffolding as needed at the high end of the range.",,,,
ELA - Common Core,7,16397,W.7.1,Write arguments to support claims with clear reasons and relevant evidence.,,,,
ELA - Common Core,7,16398,W.7.1.a,"Introduce claim(s), acknowledge alternate or opposing claims, and organize the reasons and evidence logically.",,,,
ELA - Common Core,7,16399,W.7.1.b,"Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text.",,,,
ELA - Common Core,7,16400,W.7.1.c,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), reasons, and evidence.",,,,
ELA - Common Core,7,16401,W.7.1.d,Establish and maintain a formal style.,,,,
ELA - Common Core,7,16402,W.7.1.e,Provide a concluding statement or section that follows from and supports the argument presented.,,,,
ELA - Common Core,7,16403,W.7.2,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content.",,,,
ELA - Common Core,7,16404,W.7.2.a,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/ effect; include formatting, graphics, and multimedia when useful to aiding comprehension.",,,,
ELA - Common Core,7,16405,W.7.2.b,"Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples.",,,,
ELA - Common Core,7,16406,W.7.2.c,Use appropriate transitions to create cohesion and clarify the relationships among ideas and concepts.,,,,
ELA - Common Core,7,16407,W.7.2.d,Use precise language and domain-specific vocabulary to inform about or explain the topic.,,,,
ELA - Common Core,7,16408,W.7.2.e,Establish and maintain a formal style.,,,,
ELA - Common Core,7,16409,W.7.2.f,Provide a concluding statement or section that follows from and supports the information or explanation presented.,,,,
ELA - Common Core,7,16410,W.7.3,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.",,,,
ELA - Common Core,7,16411,W.7.3.a,Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters organize an event sequence that unfolds naturally and logically.,,,,
ELA - Common Core,7,16412,W.7.3.b,"Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters.",,,,
ELA - Common Core,7,16413,W.7.3.c,"Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another.",,,,
ELA - Common Core,7,16414,W.7.3.d,"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events.",,,,
ELA - Common Core,7,16415,W.7.3.e,Provide a conclusion that follows from and reflects on the narrated experiences or events.,,,,
ELA - Common Core,7,16529,W.7.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.",,,,
ELA - Common Core,7,16530,W.7.5,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed.",,,,
ELA - Common Core,7,16531,W.7.6,"Use technology, including the Internet, to produce and publish writing and link to and cite sources as well as to interact and collaborate with others, including linking to and citing sources.",,,,
ELA - Common Core,7,16570,W.7.7,"Conduct short research projects to answer a question, drawing on several sources and generating additional related, focused questions for further research and investigation.",,,,
ELA - Common Core,7,16571,W.7.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",,,,
ELA - Common Core,7,16572,W.7.9,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",,,,
ELA - Common Core,7,16573,W.7.9.a,Apply grade 7 Reading standards to literature.,,,,
ELA - Common Core,7,16574,W.7.9.b,Apply grade 7 Reading standards to literary nonfiction.,,,,
ELA - Common Core,7,16604,W.7.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",,,,
ELA - Common Core,7,16775,SL.7.1,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 7 topics, texts, and issues, building on others' ideas and expressing their own clearly.",,,,
ELA - Common Core,7,16776,SL.7.1.a,"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion.",,,,
ELA - Common Core,7,16777,SL.7.1.b,"Follow rules for collegial discussions, track progress toward specific goals and deadlines, and define individual roles as needed.",,,,
ELA - Common Core,7,16778,SL.7.1.c,Pose questions that elicit elaboration and respond to others' questions and comments with relevant observations and ideas that bring the discussion back on topic as needed.,,,,
ELA - Common Core,7,16779,SL.7.1.d,"Acknowledge new information expressed by others and, when warranted, modify their own views.",,,,
ELA - Common Core,7,16780,SL.7.2,"Analyze the main ideas and supporting details presented in diverse media and formats and explain how the ideas clarify a topic, text, or issue under study.",,,,
ELA - Common Core,7,16781,SL.7.3,"Delineate a speaker's argument and specific claims, evaluating the soundness of the reasoning and the relevance and sufficiency of the evidence.",,,,
ELA - Common Core,7,16838,SL.7.4,"Present claims and findings, emphasizing salient points in a focused, coherent manner with pertinent descriptions, facts, details, and examples; use appropriate eye contact, adequate volume, and clear pronunciation.",,,,
ELA - Common Core,7,16839,SL.7.5,Include multimedia components and visual displays in presentations to clarify claims and findings and emphasize salient points.,,,,
ELA - Common Core,7,16840,SL.7.6,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate.",,,,
ELA - Common Core,7,16945,L.7.1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,,,,
ELA - Common Core,7,16946,L.7.1.a,Explain the function of phrases and clauses in general and their function in specific sentences.,,,,
ELA - Common Core,7,16947,L.7.1.b,"Choose among simple, compound, complex, and compound-complex sentences to signal differing relationships among ideas.",,,,
ELA - Common Core,7,16948,L.7.1.c,"Place phrases and clauses within a sentence, recognizing and correcting misplaced and dangling modifiers.",,,,
ELA - Common Core,7,16949,L.7.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",,,,
ELA - Common Core,7,16950,L.7.2.a,Use a comma to separate coordinate adjectives.,,,,
ELA - Common Core,7,16951,L.7.2.b,Spell correctly.,,,,
ELA - Common Core,7,17002,L.7.3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",,,,
ELA - Common Core,7,17003,L.7.3.a,"Choose language that expresses ideas precisely and concisely, recognizing and eliminating wordiness and redundancy.",,,,
ELA - Common Core,7,17081,L.7.4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 7 reading and content, choosing flexibly from a range of strategies.",,,,
ELA - Common Core,7,17082,L.7.4.a,Use context as a clue to the meaning of a word or phrase,,,,
ELA - Common Core,7,17083,L.7.4.b,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word.",,,,
ELA - Common Core,7,17084,L.7.4.c,"Consult general and specialized reference materials, both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech.",,,,
ELA - Common Core,7,17085,L.7.4.d,Verify the preliminary determination of the meaning of a word or phrase.,,,,
ELA - Common Core,7,17086,L.7.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",,,,
ELA - Common Core,7,17087,L.7.5.a,Interpret figures of speech in context.,,,,
ELA - Common Core,7,17088,L.7.5.b,Use the relationship between particular words to better understand each of the words.,,,,
ELA - Common Core,7,17089,L.7.5.c,Distinguish among the connotations (associations) of words with similar denotations (definitions).,,,,
ELA - Common Core,7,17090,L.7.6,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.,,,,
ELA - Common Core,8,15904,RL.8.1,Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text.,,,,
ELA - Common Core,8,15905,RL.8.2,"Determine a theme or central idea of a text and analyze its development over the course of the text, including its relationship to the characters, setting, and plot; provide an objective summary of the text.",,,,
ELA - Common Core,8,15906,RL.8.3,"Analyze how particular lines of dialogue or incidents in a story or drama propel the action, reveal aspects of a character, or provoke a decision.",,,,
ELA - Common Core,8,15943,RL.8.4,"Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts.",,,,
ELA - Common Core,8,15944,RL.8.5,Compare and contrast the structure of two or more texts and analyze how the differing structure of each text contributes to its meaning and style.,,,,
ELA - Common Core,8,15945,RL.8.6,Analyze how differences in the points of view of the characters and the audience or reader create such effects as suspense or humor.,,,,
ELA - Common Core,8,15974,RL.8.7,"Analyze the extent to which a filmed or live production of a story or drama stays faithful to or departs from the text or script, evaluating the choices made by the director or actors.",,,,
ELA - Common Core,8,15975,RL.8.9,"Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new.",,,,
ELA - Common Core,8,15992,RL.8.10,"By the end of the year, read and comprehend literature, including stories, dramas, and poems, at the high end of grades 6-8 text complexity band independently and proficiently.",,,,
ELA - Common Core,8,16022,RI.8.1,Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text.,,,,
ELA - Common Core,8,16023,RI.8.2,"Determine a central idea of a text and analyze its development over the course of the text, including its relationship to supporting ideas; provide an objective summary of the text.",,,,
ELA - Common Core,8,16024,RI.8.3,"Analyze how a text makes connections among and distinctions between individuals, ideas, or events.",,,,
ELA - Common Core,8,16061,RI.8.4,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts.",,,,
ELA - Common Core,8,16062,RI.8.5,"Analyze in detail the structure of a specific paragraph in a text, including the role of particular sentences in developing and refining a key concept.",,,,
ELA - Common Core,8,16063,RI.8.6,Determine an author's point of view or purpose in a text and analyze how the author acknowledges and responds to conflicting evidence or viewpoints.,,,,
ELA - Common Core,8,16100,RI.8.7,Evaluate the advantages and disadvantages of using different mediums to present a particular topic or idea.,,,,
ELA - Common Core,8,16101,RI.8.8,"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introduced.",,,,
ELA - Common Core,8,16102,RI.8.9,Analyze a case in which two or more texts provide conflicting information on the same topic and identify where the texts disagree on matters of fact or interpretation.,,,,
ELA - Common Core,8,16123,RI.8.10,"By the end of the year, read and comprehend literary nonfiction at the high end of the grades 6-8 text complexity band independently and proficiently.",,,,
ELA - Common Core,8,16416,W.8.1,Write arguments to support claims with clear reasons and relevant evidence.,,,,
ELA - Common Core,8,16417,W.8.1.a,"Introduce claim(s), acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically.",,,,
ELA - Common Core,8,16418,W.8.1.b,"Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text.",,,,
ELA - Common Core,8,16419,W.8.1.c,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence.",,,,
ELA - Common Core,8,16420,W.8.1.d,Establish and maintain a formal style.,,,,
ELA - Common Core,8,16421,W.8.1.e,Provide a concluding statement or section that follows from and supports the argument presented.,,,,
ELA - Common Core,8,16422,W.8.2,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content.",,,,
ELA - Common Core,8,16423,W.8.2.a,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories; include formatting, graphics, and multimedia when useful to aiding comprehension.",,,,
ELA - Common Core,8,16424,W.8.2.b,"Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples.",,,,
ELA - Common Core,8,16425,W.8.2.c,Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.,,,,
ELA - Common Core,8,16426,W.8.2.d,Use precise language and domain-specific vocabulary to inform about or explain the topic.,,,,
ELA - Common Core,8,16427,W.8.2.e,Establish and maintain a formal style.,,,,
ELA - Common Core,8,16428,W.8.2.f,Provide a concluding statement or section that follows from and supports the information or explanation presented.,,,,
ELA - Common Core,8,16429,W.8.3,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.",,,,
ELA - Common Core,8,16430,W.8.3.a,Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters organize an event sequence that unfolds naturally and logically.,,,,
ELA - Common Core,8,16431,W.8.3.b,"Use narrative techniques, such as dialogue, pacing, description, and reflection, to develop experiences, events, and/or characters.",,,,
ELA - Common Core,8,16432,W.8.3.c,"Use a variety of transition words, phrases, and clauses to convey sequence, signal shifts from one time frame or setting to another, and show the relationships among experiences and events.",,,,
ELA - Common Core,8,16433,W.8.3.d,"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events.",,,,
ELA - Common Core,8,16434,W.8.3.e,Provide a conclusion that follows from and reflects on the narrated experiences or events.,,,,
ELA - Common Core,8,16532,W.8.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.",,,,
ELA - Common Core,8,16533,W.8.5,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed.",,,,
ELA - Common Core,8,16534,W.8.6,"Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas efficiently as well as to interact and collaborate with others.",,,,
ELA - Common Core,8,16575,W.8.7,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.",,,,
ELA - Common Core,8,16576,W.8.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",,,,
ELA - Common Core,8,16577,W.8.9,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",,,,
ELA - Common Core,8,16578,W.8.9.a,Apply grade 8 Reading standards to literature.,,,,
ELA - Common Core,8,16579,W.8.9.b,Apply grade 8 Reading standards to literary nonfiction.,,,,
ELA - Common Core,8,16605,W.8.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",,,,
ELA - Common Core,8,16782,SL.8.1,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 8 topics, texts, and issues, building on others' ideas and expressing their own clearly.",,,,
ELA - Common Core,8,16783,SL.8.1.a,"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion.",,,,
ELA - Common Core,8,16784,SL.8.1.b,"Follow rules for collegial discussions and decision-making, track progress toward specific goals and deadlines, and define individual roles as needed.",,,,
ELA - Common Core,8,16785,SL.8.1.c,"Pose questions that connect the ideas of several speakers and respond to others' questions and comments with relevant evidence, observations, and ideas.",,,,
ELA - Common Core,8,16786,SL.8.1.d,"Acknowledge new information expressed by others, and, when warranted, qualify or justify their own views in light of the evidence presented.",,,,
ELA - Common Core,8,16787,SL.8.2,Analyze the purpose of information presented in diverse media and formats and evaluate the motives behind its presentation.,,,,
ELA - Common Core,8,16788,SL.8.3,"Delineate a speaker's argument and specific claims, evaluating the soundness of the reasoning and relevance and sufficiency of the evidence and identifying when irrelevant evidence is introduced.",,,,
ELA - Common Core,8,16841,SL.8.4,"Present claims and findings, emphasizing salient points in a focused, coherent manner with relevant evidence, sound valid reasoning, and well-chosen details; use appropriate eye contact, adequate volume, and clear pronunciation.",,,,
ELA - Common Core,8,16842,SL.8.5,"Integrate multimedia and visual displays into presentations to clarify information, strengthen claims and evidence, and add interest.",,,,
ELA - Common Core,8,16843,SL.8.6,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate.",,,,
ELA - Common Core,8,16952,L.8.1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,,,,
ELA - Common Core,8,16953,L.8.1.a,"Explain the function of verbals (gerunds, participles, infinitives) in general and their function in particular sentences.",,,,
ELA - Common Core,8,16954,L.8.1.b,Form and use verbs in the active and passive voice.,,,,
ELA - Common Core,8,16955,L.8.1.c,"Form and use verbs in the indicative, imperative, interrogative, conditional, and subjunctive mood.",,,,
ELA - Common Core,8,16956,L.8.1.d,Recognize and correct inappropriate shifts in verb voice and mood.,,,,
ELA - Common Core,8,16957,L.8.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",,,,
ELA - Common Core,8,16958,L.8.2.a,"Use punctuation (comma, ellipsis, dash) to indicate a pause or break.",,,,
ELA - Common Core,8,16959,L.8.2.b,Use an ellipsis to indicate an omission.,,,,
ELA - Common Core,8,16960,L.8.2.c,Spell correctly.,,,,
ELA - Common Core,8,17004,L.8.3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",,,,
ELA - Common Core,8,17005,L.8.3.a,Use verbs in the active and passive voice and in the conditional and subjunctive mood to achieve particular effects.,,,,
ELA - Common Core,8,17091,L.8.4,"Determine or clarify the meaning of unknown and multiple-meaning words or phrases based on grade 8 reading and content, choosing flexibly from a range of strategies.",,,,
ELA - Common Core,8,17092,L.8.4.a,Use context as a clue to the meaning of a word or phrase.,,,,
ELA - Common Core,8,17093,L.8.4.b,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word.",,,,
ELA - Common Core,8,17094,L.8.4.c,"Consult general and specialized reference materials, both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech.",,,,
ELA - Common Core,8,17095,L.8.4.d,Verify the preliminary determination of the meaning of a word or phrase.,,,,
ELA - Common Core,8,17096,L.8.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",,,,
ELA - Common Core,8,17097,L.8.5.a,Interpret figures of speech in context.,,,,
ELA - Common Core,8,17098,L.8.5.b,Use the relationship between particular words to better understand each of the words.,,,,
ELA - Common Core,8,17099,L.8.5.c,Distinguish among the connotations (associations) of words with similar denotations (definitions).,,,,
ELA - Common Core,8,17100,L.8.6,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.,,,,
ELA - Common Core," 9, 10",15907,RL.9-10.1,Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,,,,
ELA - Common Core," 9, 10",15908,RL.9-10.2,"Determine a theme or central idea of a text and analyze in detail its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.",,,,
ELA - Common Core," 9, 10",15909,RL.9-10.3,"Analyze how complex characters develop over the course of a text, interact with other characters, and advance the plot or develop the theme.",,,,
ELA - Common Core," 9, 10",15946,RL.9-10.4,"Determine the meaning of words and phrases as they are used in the text, including figurative and connotative meanings; analyze the cumulative impact of specific word choices on meaning and tone.",,,,
ELA - Common Core," 9, 10",15947,RL.9-10.5,"Analyze how an author's choices concerning how to structure a text, order events within it, and manipulate time create such effects as mystery, tension, or surprise.",,,,
ELA - Common Core," 9, 10",15948,RL.9-10.6,"Analyze a particular point of view or cultural experience reflected in a work of literature from outside the United States, drawing on a wide reading of world literature.",,,,
ELA - Common Core," 9, 10",15976,RL.9-10.7,"Analyze the representation of a subject or a key scene in two different artistic mediums, including what is emphasized or absent in each treatment.",,,,
ELA - Common Core," 9, 10",15977,RL.9-10.9,Analyze how an author draws on and transforms source material in a specific work.,,,,
ELA - Common Core," 9, 10",15993,RL.9-10.10,"By the end of grade 9, read and comprehend literature, including stories, dramas, and poems, in the grades 9-10 text complexity band proficiently, with scaffolding as needed at the high end of the range.<br/><br/>By the end of grade 10, read and comprehend literature, including stories, dramas, and poems, at the high end of the grades 9-10 text complexity band independently and proficiently.",,,,
ELA - Common Core," 9, 10",16025,RI.9-10.1,Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,,,,
ELA - Common Core," 9, 10",16026,RI.9-10.2,"Determine a central idea of a text and analyze its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.",,,,
ELA - Common Core," 9, 10",16027,RI.9-10.3,"Analyze how the author unfolds an analysis or series of ideas or events, including the order in which the points are made, how they are introduced and developed, and the connections that are drawn between them.",,,,
ELA - Common Core," 9, 10",16064,RI.9-10.4,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the cumulative impact of specific word choices on meaning and tone.",,,,
ELA - Common Core," 9, 10",16065,RI.9-10.5,"Analyze in detail how an author's ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text.",,,,
ELA - Common Core," 9, 10",16066,RI.9-10.6,Determine an author's point of view or purpose in a text and analyze how an author uses rhetoric to advance that point of view or purpose.,,,,
