subject,grade,skillId,skillIdentifier,keywords,keywords
ELA - Common Core," 11, 12",16800,SL.11-12.1.d,respond thoughtfully  diverse perspectives synthesize comments claims  evidence made   sides   issue resolve contradictions  possible  determine  additional information  research  required  deepen  investigation  complete  task,respond thoughtfully  diverse perspectives synthesize comments claims  evidence made   sides   issue resolve contradictions  possible  determine  additional information  research  required  deepen  investigation  complete  task
ELA - Common Core," 11, 12",16801,SL.11-12.2,integrate multiple sources  information presented  diverse formats  media  order  make informed decisions  solve problems evaluating  credibility  accuracy   source  noting  discrepancies among  data,integrate multiple sources  information presented  diverse formats  media  order  make informed decisions  solve problems evaluating  credibility  accuracy   source  noting  discrepancies among  data
ELA - Common Core," 11, 12",16802,SL.11-12.3,evaluate  speakers point  view reasoning  use  evidence  rhetoric assessing  stance premises links among ideas word choice points  emphasis  tone used,evaluate  speakers point  view reasoning  use  evidence  rhetoric assessing  stance premises links among ideas word choice points  emphasis  tone used
ELA - Common Core," 11, 12",16847,SL.11-12.4,present information findings  supporting evidence conveying  clear  distinct perspective   listeners can follow  line  reasoning alternative  opposing perspectives  addressed   organization development substance  style  appropriate  purpose audience   range  formal  informal tasks,present information findings  supporting evidence conveying  clear  distinct perspective   listeners can follow  line  reasoning alternative  opposing perspectives  addressed   organization development substance  style  appropriate  purpose audience   range  formal  informal tasks
ELA - Common Core," 11, 12",16848,SL.11-12.5,make strategic use  digital media  presentations  enhance understanding  findings reasoning  evidence   add interest,make strategic use  digital media  presentations  enhance understanding  findings reasoning  evidence   add interest
ELA - Common Core," 11, 12",16849,SL.11-12.6,adapt speech   variety  contexts  tasks demonstrating command  formal english  indicated  appropriate,adapt speech   variety  contexts  tasks demonstrating command  formal english  indicated  appropriate
ELA - Common Core," 11, 12",16968,L.11-12.1,demonstrate command   conventions  standard english grammar  usage  writing  speaking,demonstrate command   conventions  standard english grammar  usage  writing  speaking
ELA - Common Core," 11, 12",16969,L.11-12.1.a,apply  understanding  usage   matter  convention can change  time   sometimes contested,apply  understanding  usage   matter  convention can change  time   sometimes contested
ELA - Common Core," 11, 12",16970,L.11-12.1.b,resolve issues  complex  contested usage consulting references  needed,resolve issues  complex  contested usage consulting references  needed
ELA - Common Core," 11, 12",16971,L.11-12.2,demonstrate command   conventions  standard english capitalization punctuation  spelling  writing,demonstrate command   conventions  standard english capitalization punctuation  spelling  writing
ELA - Common Core," 11, 12",16972,L.11-12.2.a,observe hyphenation conventions,observe hyphenation conventions
ELA - Common Core," 11, 12",16973,L.11-12.2.b,spell correctly,spell correctly
ELA - Common Core," 11, 12",17008,L.11-12.3,apply knowledge  language  understand  language functions  different contexts  make effective choices  meaning  style   comprehend  fully  reading  listening,apply knowledge  language  understand  language functions  different contexts  make effective choices  meaning  style   comprehend  fully  reading  listening
ELA - Common Core," 11, 12",17009,L.11-12.3.a,vary syntax  effect consulting references  guidance  needed apply  understanding  syntax   study  complex texts  reading,vary syntax  effect consulting references  guidance  needed apply  understanding  syntax   study  complex texts  reading
ELA - Common Core," 11, 12",17110,L.11-12.4,determine  clarify  meaning  unknown  multiplemeaning words  phrases based  grades 1112 reading  content choosing flexibly   range  strategies,determine  clarify  meaning  unknown  multiplemeaning words  phrases based  grades 1112 reading  content choosing flexibly   range  strategies
ELA - Common Core," 11, 12",17111,L.11-12.4.a,use context   clue   meaning   word  phrase,use context   clue   meaning   word  phrase
ELA - Common Core," 11, 12",17112,L.11-12.4.b,identify  correctly use patterns  word changes  indicate different meanings  parts  speech,identify  correctly use patterns  word changes  indicate different meanings  parts  speech
ELA - Common Core," 11, 12",17113,L.11-12.4.c,consult general  specialized reference materials  print  digital  find  pronunciation   word  determine  clarify  precise meaning  part  speech  etymology   standard usage,consult general  specialized reference materials  print  digital  find  pronunciation   word  determine  clarify  precise meaning  part  speech  etymology   standard usage
ELA - Common Core," 11, 12",17114,L.11-12.4.d,verify  preliminary determination   meaning   word  phrase,verify  preliminary determination   meaning   word  phrase
ELA - Common Core," 11, 12",17115,L.11-12.5,demonstrate understanding  figurative language word relationships  nuances  word meanings,demonstrate understanding  figurative language word relationships  nuances  word meanings
ELA - Common Core," 11, 12",17116,L.11-12.5.a,interpret figures  speech  context  analyze  role   text,interpret figures  speech  context  analyze  role   text
ELA - Common Core," 11, 12",17117,L.11-12.5.b,analyze nuances   meaning  words  similar denotations,analyze nuances   meaning  words  similar denotations
ELA - Common Core," 11, 12",17118,L.11-12.6,acquire  use accurately general academic  domainspecific words  phrases sufficient  reading writing speaking  listening   college  career readiness level demonstrate independence  gathering vocabulary knowledge  considering  word  phrase important  comprehension  expression,acquire  use accurately general academic  domainspecific words  phrases sufficient  reading writing speaking  listening   college  career readiness level demonstrate independence  gathering vocabulary knowledge  considering  word  phrase important  comprehension  expression
ELA - Common Core,2,15886,RL.2.1,ask  answer  questions          demonstrate understanding  key details   text,ask  answer  questions          demonstrate understanding  key details   text
ELA - Common Core,2,15887,RL.2.2,recount stories including fables  folktales  diverse cultures  determine  central message lesson  moral,recount stories including fables  folktales  diverse cultures  determine  central message lesson  moral
ELA - Common Core,2,15888,RL.2.3,describe  characters   story respond  major events  challenges,describe  characters   story respond  major events  challenges
ELA - Common Core,2,15925,RL.2.4,describe  words  phrases supply rhythm  meaning   story poem  song,describe  words  phrases supply rhythm  meaning   story poem  song
ELA - Common Core,2,15926,RL.2.5,describe  overall structure   story including describing   beginning introduces  story   ending concludes  action,describe  overall structure   story including describing   beginning introduces  story   ending concludes  action
ELA - Common Core,2,15927,RL.2.6,acknowledge differences   points  view  characters including  speaking   different voice   character  reading dialogue aloud,acknowledge differences   points  view  characters including  speaking   different voice   character  reading dialogue aloud
ELA - Common Core,2,15962,RL.2.7,use information gained   illustrations  words   print  digital text  demonstrate understanding   characters setting  plot,use information gained   illustrations  words   print  digital text  demonstrate understanding   characters setting  plot
ELA - Common Core,2,15963,RL.2.9,compare  contrast two   versions    story  different authors   different cultures,compare  contrast two   versions    story  different authors   different cultures
ELA - Common Core,2,15986,RL.2.10,  end   year read  comprehend literature including stories  poetry   grades 23 text complexity band proficiently  scaffolding  needed   high end   range,  end   year read  comprehend literature including stories  poetry   grades 23 text complexity band proficiently  scaffolding  needed   high end   range
ELA - Common Core,2,16004,RI.2.1,ask  answer  questions          demonstrate understanding  key details   text,ask  answer  questions          demonstrate understanding  key details   text
ELA - Common Core,2,16005,RI.2.2,identify  main topic   multiparagraph text  well   focus  specific paragraphs within  text,identify  main topic   multiparagraph text  well   focus  specific paragraphs within  text
ELA - Common Core,2,16006,RI.2.3,describe  connection   series  historical events scientific ideas  concepts  steps  technical procedures   text,describe  connection   series  historical events scientific ideas  concepts  steps  technical procedures   text
ELA - Common Core,2,16043,RI.2.4,determine  meaning  words  phrases   text relevant   grade 2 topic  subject area,determine  meaning  words  phrases   text relevant   grade 2 topic  subject area
ELA - Common Core,2,16044,RI.2.5,know  use various text features  locate key facts  information   text efficiently,know  use various text features  locate key facts  information   text efficiently
ELA - Common Core,2,16045,RI.2.6,identify  main purpose   text including   author wants  answer explain  describe,identify  main purpose   text including   author wants  answer explain  describe
ELA - Common Core,2,16082,RI.2.7,explain  specific images contribute   clarify  text,explain  specific images contribute   clarify  text
ELA - Common Core,2,16083,RI.2.8,describe  reasons support specific points  author makes   text,describe  reasons support specific points  author makes   text
ELA - Common Core,2,16084,RI.2.9,compare  contrast   important points presented  two texts    topic,compare  contrast   important points presented  two texts    topic
ELA - Common Core,2,16117,RI.2.10,  end  year read  comprehend informational texts including historysocial studies science  technical texts   grades 23 text complexity band proficiently  scaffolding  needed   high end   range,  end  year read  comprehend informational texts including historysocial studies science  technical texts   grades 23 text complexity band proficiently  scaffolding  needed   high end   range
ELA - Common Core,2,16160,RF.2.3,know  apply gradelevel phonics  word analysis skills  decoding words,know  apply gradelevel phonics  word analysis skills  decoding words
ELA - Common Core,2,16161,RF.2.3.a,distinguish long  short vowels  reading regularly spelled onesyllable words,distinguish long  short vowels  reading regularly spelled onesyllable words
ELA - Common Core,2,16162,RF.2.3.b,know spellingsound correspondences  additional common vowel teams,know spellingsound correspondences  additional common vowel teams
ELA - Common Core,2,16163,RF.2.3.c,decode regularly spelled twosyllable words  long vowels,decode regularly spelled twosyllable words  long vowels
ELA - Common Core,2,16164,RF.2.3.d,decode words  common prefixes  suffixes,decode words  common prefixes  suffixes
ELA - Common Core,2,16165,RF.2.3.e,identify words  inconsistent  common spellingsound correspondences,identify words  inconsistent  common spellingsound correspondences
ELA - Common Core,2,16166,RF.2.3.f,recognize  read gradeappropriate irregularly spelled words,recognize  read gradeappropriate irregularly spelled words
ELA - Common Core,2,16181,RF.2.4,read  sufficient accuracy  fluency  support comprehension,read  sufficient accuracy  fluency  support comprehension
ELA - Common Core,2,16182,RF.2.4.a,read gradelevel text  purpose  understanding,read gradelevel text  purpose  understanding
ELA - Common Core,2,16183,RF.2.4.b,read gradelevel text orally  accuracy appropriate rate  expression  successive readings,read gradelevel text orally  accuracy appropriate rate  expression  successive readings
ELA - Common Core,2,16184,RF.2.4.c,use context  confirm  selfcorrect word recognition  understanding rereading  necessary,use context  confirm  selfcorrect word recognition  understanding rereading  necessary
ELA - Common Core,2,16326,W.2.1,write opinion pieces    introduce  topic  book   writing  state  opinion supply reasons  support  opinion use linking words  connect opinion  reasons  provide  concluding statement  section,write opinion pieces    introduce  topic  book   writing  state  opinion supply reasons  support  opinion use linking words  connect opinion  reasons  provide  concluding statement  section
ELA - Common Core,2,16327,W.2.2,write informativeexplanatory texts    introduce  topic use facts  definitions  develop points  provide  concluding statement  section,write informativeexplanatory texts    introduce  topic use facts  definitions  develop points  provide  concluding statement  section
ELA - Common Core,2,16328,W.2.3,write narratives    recount  wellelaborated event  short sequence  events include details  describe actions thoughts  feelings use temporal words  signal event order  provide  sense  closure,write narratives    recount  wellelaborated event  short sequence  events include details  describe actions thoughts  feelings use temporal words  signal event order  provide  sense  closure
ELA - Common Core,2,16515,W.2.5, guidance  support  adults  peers focus   topic  strengthen writing  needed  revising  editing, guidance  support  adults  peers focus   topic  strengthen writing  needed  revising  editing
ELA - Common Core,2,16516,W.2.6, guidance  support  adults use  variety  digital tools  produce  publish writing including  collaboration  peers, guidance  support  adults use  variety  digital tools  produce  publish writing including  collaboration  peers
ELA - Common Core,2,16551,W.2.7,participate  shared research  writing projects,participate  shared research  writing projects
ELA - Common Core,2,16552,W.2.8,recall information  experiences  gather information  provided sources  answer  question,recall information  experiences  gather information  provided sources  answer  question
ELA - Common Core,2,16741,SL.2.1,participate  collaborative conversations  diverse partners  grade 2 topics  texts  peers  adults  small  larger groups,participate  collaborative conversations  diverse partners  grade 2 topics  texts  peers  adults  small  larger groups
ELA - Common Core,2,16742,SL.2.1.a,follow agreedupon rules  discussions,follow agreedupon rules  discussions
ELA - Common Core,2,16743,SL.2.1.b,build  others talk  conversations  linking  comments   remarks  others,build  others talk  conversations  linking  comments   remarks  others
ELA - Common Core,2,16744,SL.2.1.c,ask  clarification   explanation  needed   topics  texts  discussion,ask  clarification   explanation  needed   topics  texts  discussion
ELA - Common Core,2,16745,SL.2.2,recount  describe key ideas  details   text read aloud  information presented orally    media,recount  describe key ideas  details   text read aloud  information presented orally    media
ELA - Common Core,2,16746,SL.2.3,ask  answer questions    speaker says  order  clarify comprehension gather additional information  deepen understanding   topic  issue,ask  answer questions    speaker says  order  clarify comprehension gather additional information  deepen understanding   topic  issue
ELA - Common Core,2,16823,SL.2.4,tell  story  recount  experience  appropriate facts  relevant descriptive details speaking audibly  coherent sentences,tell  story  recount  experience  appropriate facts  relevant descriptive details speaking audibly  coherent sentences
ELA - Common Core,2,16824,SL.2.5,create audio recordings  stories  poems add drawings   visual displays  stories  recounts  experiences  appropriate  clarify ideas thoughts  feelings,create audio recordings  stories  poems add drawings   visual displays  stories  recounts  experiences  appropriate  clarify ideas thoughts  feelings
ELA - Common Core,2,16825,SL.2.6,produce complete sentences  appropriate  task  situation  order  provide requested detail  clarification,produce complete sentences  appropriate  task  situation  order  provide requested detail  clarification
ELA - Common Core,2,16880,L.2.1,demonstrate command   conventions  standard english grammar  usage  writing  speaking,demonstrate command   conventions  standard english grammar  usage  writing  speaking
ELA - Common Core,2,16881,L.2.1.a,use collective nouns,use collective nouns
ELA - Common Core,2,16882,L.2.1.b,form  use frequently occurring irregular plural nouns,form  use frequently occurring irregular plural nouns
ELA - Common Core,2,16883,L.2.1.c,use reflexive pronouns,use reflexive pronouns
ELA - Common Core,2,16884,L.2.1.d,form  use  past tense  frequently occurring irregular verbs,form  use  past tense  frequently occurring irregular verbs
ELA - Common Core,2,16885,L.2.1.e,use adjectives  adverbs  choose   depending      modified,use adjectives  adverbs  choose   depending      modified
ELA - Common Core,2,16886,L.2.1.f,produce expand  rearrange complete simple  compound sentences,produce expand  rearrange complete simple  compound sentences
ELA - Common Core,2,16887,L.2.2,demonstrate command   conventions  standard english capitalization punctuation  spelling  writing,demonstrate command   conventions  standard english capitalization punctuation  spelling  writing
ELA - Common Core,2,16888,L.2.2.a,capitalize holidays product names  geographic names,capitalize holidays product names  geographic names
ELA - Common Core,2,16889,L.2.2.b,use commas  greetings  closings  letters,use commas  greetings  closings  letters
ELA - Common Core,2,16890,L.2.2.c,use  apostrophe  form contractions  frequently occurring possessives,use  apostrophe  form contractions  frequently occurring possessives
ELA - Common Core,2,16891,L.2.2.d,generalize learned spelling patterns  writing words,generalize learned spelling patterns  writing words
ELA - Common Core,2,16892,L.2.2.e,consult reference materials including beginning dictionaries  needed  check  correct spellings,consult reference materials including beginning dictionaries  needed  check  correct spellings
ELA - Common Core,2,16987,L.2.3,use knowledge  language   conventions  writing speaking reading  listening,use knowledge  language   conventions  writing speaking reading  listening
ELA - Common Core,2,16988,L.2.3.a,compare formal  informal uses  english,compare formal  informal uses  english
ELA - Common Core,2,17033,L.2.4,determine  clarify  meaning  unknown  multiplemeaning words  phrases based  grade 2 reading  content choosing flexibly   array  strategies,determine  clarify  meaning  unknown  multiplemeaning words  phrases based  grade 2 reading  content choosing flexibly   array  strategies
ELA - Common Core,2,17034,L.2.4.a,use sentencelevel context   clue   meaning   word  phrase,use sentencelevel context   clue   meaning   word  phrase
ELA - Common Core,2,17035,L.2.4.b,determine  meaning   new word formed   known prefix  added   known word,determine  meaning   new word formed   known prefix  added   known word
ELA - Common Core,2,17036,L.2.4.c,use  known root word   clue   meaning   unknown word    root,use  known root word   clue   meaning   unknown word    root
ELA - Common Core,2,17037,L.2.4.d,use knowledge   meaning  individual words  predict  meaning  compound words,use knowledge   meaning  individual words  predict  meaning  compound words
ELA - Common Core,2,17038,L.2.4.e,use glossaries  beginning dictionaries  print  digital  determine  clarify  meaning  words  phrases,use glossaries  beginning dictionaries  print  digital  determine  clarify  meaning  words  phrases
ELA - Common Core,2,17039,L.2.5,demonstrate understanding  word relationships  nuances  word meanings,demonstrate understanding  word relationships  nuances  word meanings
ELA - Common Core,2,17040,L.2.5.a,identify reallife connections  words   use,identify reallife connections  words   use
ELA - Common Core,2,17041,L.2.5.b,distinguish shades  meaning among closely related verbs  closely related adjectives,distinguish shades  meaning among closely related verbs  closely related adjectives
ELA - Common Core,2,17042,L.2.6,use words  phrases acquired  conversations reading   read   responding  texts including using adjectives  adverbs  describe,use words  phrases acquired  conversations reading   read   responding  texts including using adjectives  adverbs  describe
ELA - Common Core,3,15889,RL.3.1,ask  answer questions  demonstrate understanding   text referring explicitly   text   basis   answers,ask  answer questions  demonstrate understanding   text referring explicitly   text   basis   answers
ELA - Common Core,3,15890,RL.3.2,recount stories including fables folktales  myths  diverse cultures determine  central message lesson  moral  explain    conveyed  key details   text,recount stories including fables folktales  myths  diverse cultures determine  central message lesson  moral  explain    conveyed  key details   text
ELA - Common Core,3,15891,RL.3.3,describe characters   story  explain   actions contribute   sequence  events,describe characters   story  explain   actions contribute   sequence  events
ELA - Common Core,3,15928,RL.3.4,determine  meaning  words  phrases    used   text distinguishing literal  nonliteral language,determine  meaning  words  phrases    used   text distinguishing literal  nonliteral language
ELA - Common Core,3,15929,RL.3.5,refer  parts  stories dramas  poems  writing  speaking   text using terms   chapter scene  stanza describe   successive part builds  earlier sections,refer  parts  stories dramas  poems  writing  speaking   text using terms   chapter scene  stanza describe   successive part builds  earlier sections
ELA - Common Core,3,15930,RL.3.6,distinguish   point  view     narrator     characters,distinguish   point  view     narrator     characters
ELA - Common Core,3,15964,RL.3.7,explain  specific aspects   texts illustrations contribute    conveyed   words   story,explain  specific aspects   texts illustrations contribute    conveyed   words   story
ELA - Common Core,3,15965,RL.3.9,compare  contrast  themes settings  plots  stories written    author     similar characters,compare  contrast  themes settings  plots  stories written    author     similar characters
ELA - Common Core,3,15987,RL.3.10,  end   year read  comprehend literature including stories dramas  poetry   high end   grades 23 text complexity band independently  proficiently,  end   year read  comprehend literature including stories dramas  poetry   high end   grades 23 text complexity band independently  proficiently
ELA - Common Core,3,16007,RI.3.1,ask  answer questions  demonstrate understanding   text referring explicitly   text   basis   answers,ask  answer questions  demonstrate understanding   text referring explicitly   text   basis   answers
ELA - Common Core,3,16008,RI.3.2,determine  main idea   text recount  key details  explain   support  main idea,determine  main idea   text recount  key details  explain   support  main idea
ELA - Common Core,3,16009,RI.3.3,describe  relationship   series  historical events scientific ideas  concepts  steps  technical procedures   text using language  pertains  time sequence  causeeffect,describe  relationship   series  historical events scientific ideas  concepts  steps  technical procedures   text using language  pertains  time sequence  causeeffect
ELA - Common Core,3,16046,RI.3.4,determine  meaning  general academic  domainspecific words  phrases   text relevant   grade 3 topic  subject area,determine  meaning  general academic  domainspecific words  phrases   text relevant   grade 3 topic  subject area
ELA - Common Core,3,16047,RI.3.5,use text features  search tools  locate information relevant   given topic efficiently,use text features  search tools  locate information relevant   given topic efficiently
ELA - Common Core,3,16048,RI.3.6,distinguish   point  view     author   text,distinguish   point  view     author   text
ELA - Common Core,3,16085,RI.3.7,use information gained  illustrations   words   text  demonstrate understanding   text,use information gained  illustrations   words   text  demonstrate understanding   text
ELA - Common Core,3,16086,RI.3.8,describe  logical connection  particular sentences  paragraphs   text,describe  logical connection  particular sentences  paragraphs   text
ELA - Common Core,3,16087,RI.3.9,compare  contrast   important points  key details presented  two texts    topic,compare  contrast   important points  key details presented  two texts    topic
ELA - Common Core,3,16118,RI.3.10,  end   year read  comprehend informational texts including historysocial studies science  technical texts   high end   grades 23 text complexity band independently  proficiently,  end   year read  comprehend informational texts including historysocial studies science  technical texts   high end   grades 23 text complexity band independently  proficiently
ELA - Common Core,3,16167,RF.3.3,know  apply gradelevel phonics  word analysis skills  decoding words,know  apply gradelevel phonics  word analysis skills  decoding words
ELA - Common Core,3,16168,RF.3.3.a,identify  know  meaning    common prefixes  derivational suffixes,identify  know  meaning    common prefixes  derivational suffixes
ELA - Common Core,3,16169,RF.3.3.b,decode words  common latin suffixes,decode words  common latin suffixes
ELA - Common Core,3,16170,RF.3.3.c,decode multisyllable words,decode multisyllable words
ELA - Common Core,3,16171,RF.3.3.d,read gradeappropriate irregularly spelled words,read gradeappropriate irregularly spelled words
ELA - Common Core,3,16185,RF.3.4,read  sufficient accuracy  fluency  support comprehension,read  sufficient accuracy  fluency  support comprehension
ELA - Common Core,3,16186,RF.3.4.a,read gradelevel text  purpose  understanding,read gradelevel text  purpose  understanding
ELA - Common Core,3,16187,RF.3.4.b,read gradelevel prose  poetry orally  accuracy appropriate rate  expression  successive readings,read gradelevel prose  poetry orally  accuracy appropriate rate  expression  successive readings
ELA - Common Core,3,16188,RF.3.4.c,use context  confirm  selfcorrect word recognition  understanding rereading  necessary,use context  confirm  selfcorrect word recognition  understanding rereading  necessary
ELA - Common Core,3,16329,W.3.1,write opinion pieces  topics  texts supporting  point  view  reasons,write opinion pieces  topics  texts supporting  point  view  reasons
ELA - Common Core,3,16330,W.3.1.a,introduce  topic  text   writing  state  opinion  create  organizational structure  lists reasons,introduce  topic  text   writing  state  opinion  create  organizational structure  lists reasons
ELA - Common Core,3,16331,W.3.1.b,provide reasons  support  opinion,provide reasons  support  opinion
ELA - Common Core,3,16332,W.3.1.c,use linking words  phrases  connect opinion  reasons,use linking words  phrases  connect opinion  reasons
ELA - Common Core,3,16333,W.3.1.d,provide  concluding statement  section,provide  concluding statement  section
ELA - Common Core,3,16334,W.3.2,write informativeexplanatory texts  examine  topic  convey ideas  information clearly,write informativeexplanatory texts  examine  topic  convey ideas  information clearly
ELA - Common Core,3,16335,W.3.2.a,introduce  topic  group related information together include illustrations  useful  aiding comprehension,introduce  topic  group related information together include illustrations  useful  aiding comprehension
ELA - Common Core,3,16336,W.3.2.b,develop  topic  facts definitions  details,develop  topic  facts definitions  details
ELA - Common Core,3,16337,W.3.2.c,use linking words  phrases  connect ideas within categories  information,use linking words  phrases  connect ideas within categories  information
ELA - Common Core,3,16338,W.3.2.d,provide  concluding statement  section,provide  concluding statement  section
ELA - Common Core,3,16339,W.3.3,write narratives  develop real  imagined experiences  events using effective technique descriptive details  clear event sequences,write narratives  develop real  imagined experiences  events using effective technique descriptive details  clear event sequences
ELA - Common Core,3,16340,W.3.3.a,establish  situation  introduce  narrator  characters organize  event sequence  unfolds naturally,establish  situation  introduce  narrator  characters organize  event sequence  unfolds naturally
ELA - Common Core,3,16341,W.3.3.b,use dialogue  descriptions  actions thoughts  feelings  develop experiences  events  show  response  characters  situations,use dialogue  descriptions  actions thoughts  feelings  develop experiences  events  show  response  characters  situations
ELA - Common Core,3,16342,W.3.3.c,use temporal words  phrases  signal event order,use temporal words  phrases  signal event order
ELA - Common Core,3,16343,W.3.3.d,provide  sense  closure,provide  sense  closure
ELA - Common Core,3,16517,W.3.4, guidance  support  adults produce writing    development  organization  appropriate  task  purpose, guidance  support  adults produce writing    development  organization  appropriate  task  purpose
ELA - Common Core,3,16518,W.3.5, guidance  support  peers  adults develop  strengthen writing  needed  planning revising  editing, guidance  support  peers  adults develop  strengthen writing  needed  planning revising  editing
ELA - Common Core,3,16519,W.3.6, guidance  support  adults use technology  produce  publish writing using keyboarding skills  well   interact  collaborate  others, guidance  support  adults use technology  produce  publish writing using keyboarding skills  well   interact  collaborate  others
ELA - Common Core,3,16553,W.3.7,conduct short research projects  build knowledge   topic,conduct short research projects  build knowledge   topic
ELA - Common Core,3,16554,W.3.8,recall information  experiences  gather information  print  digital sources take brief notes  sources  sort evidence  provided categories,recall information  experiences  gather information  print  digital sources take brief notes  sources  sort evidence  provided categories
ELA - Common Core,3,16600,W.3.10,write routinely  extended time frames time  research reflection  revision  shorter time frames  single sitting   day  two   range  disciplinespecific tasks purposes  audiences,write routinely  extended time frames time  research reflection  revision  shorter time frames  single sitting   day  two   range  disciplinespecific tasks purposes  audiences
ELA - Common Core,3,16747,SL.3.1,engage effectively   range  collaborative discussions oneone  groups  teacherled  diverse partners  grade 3 topics  texts building  others ideas  expressing   clearly,engage effectively   range  collaborative discussions oneone  groups  teacherled  diverse partners  grade 3 topics  texts building  others ideas  expressing   clearly
ELA - Common Core,3,16748,SL.3.1.a,come  discussions prepared  read  studied required material explicitly draw   preparation   information known   topic  explore ideas  discussion,come  discussions prepared  read  studied required material explicitly draw   preparation   information known   topic  explore ideas  discussion
ELA - Common Core,3,16749,SL.3.1.b,follow agreedupon rules  discussions,follow agreedupon rules  discussions
ELA - Common Core,3,16750,SL.3.1.c,ask questions  check understanding  information presented stay  topic  link  comments   remarks  others,ask questions  check understanding  information presented stay  topic  link  comments   remarks  others
ELA - Common Core,3,16751,SL.3.1.d,explain   ideas  understanding  light   discussion,explain   ideas  understanding  light   discussion
ELA - Common Core,3,16752,SL.3.2,determine  main ideas  supporting details   text read aloud  information presented  diverse media  formats including visually quantitatively  orally,determine  main ideas  supporting details   text read aloud  information presented  diverse media  formats including visually quantitatively  orally
ELA - Common Core,3,16753,SL.3.3,ask  answer questions  information   speaker offering appropriate elaboration  detail,ask  answer questions  information   speaker offering appropriate elaboration  detail
ELA - Common Core,3,16826,SL.3.4,report   topic  text tell  story  recount  experience  appropriate facts  relevant descriptive details speaking clearly   understandable pace,report   topic  text tell  story  recount  experience  appropriate facts  relevant descriptive details speaking clearly   understandable pace
ELA - Common Core,3,16827,SL.3.5,create engaging audio recordings  stories  poems  demonstrate fluid reading   understandable pace add visual displays  appropriate  emphasize  enhance certain facts  details,create engaging audio recordings  stories  poems  demonstrate fluid reading   understandable pace add visual displays  appropriate  emphasize  enhance certain facts  details
ELA - Common Core,3,16828,SL.3.6,speak  complete sentences  appropriate  task  situation  order  provide requested detail  clarification,speak  complete sentences  appropriate  task  situation  order  provide requested detail  clarification
ELA - Common Core,3,16893,L.3.1,demonstrate command   conventions  standard english grammar  usage  writing  speaking,demonstrate command   conventions  standard english grammar  usage  writing  speaking
ELA - Common Core,3,16894,L.3.1.a,explain  function  nouns pronouns verbs adjectives  adverbs  general   functions  particular sentences,explain  function  nouns pronouns verbs adjectives  adverbs  general   functions  particular sentences
ELA - Common Core,3,16895,L.3.1.b,form  use regular  irregular plural nouns,form  use regular  irregular plural nouns
ELA - Common Core,3,16896,L.3.1.c,use abstract nouns,use abstract nouns
ELA - Common Core,3,16897,L.3.1.d,form  use regular  irregular verbs,form  use regular  irregular verbs
ELA - Common Core,3,16898,L.3.1.e,form  use  simple verb tenses,form  use  simple verb tenses
ELA - Common Core,3,16899,L.3.1.f,ensure subjectverb  pronounantecedent agreement,ensure subjectverb  pronounantecedent agreement
ELA - Common Core,3,16900,L.3.1.g,form  use comparative  superlative adjectives  adverbs  choose   depending      modified,form  use comparative  superlative adjectives  adverbs  choose   depending      modified
ELA - Common Core,3,16901,L.3.1.h,use coordinating  subordinating conjunctions,use coordinating  subordinating conjunctions
ELA - Common Core,3,16902,L.3.1.i,produce simple compound  complex sentences,produce simple compound  complex sentences
ELA - Common Core,3,16903,L.3.2,demonstrate command   conventions  standard english capitalization punctuation  spelling  writing,demonstrate command   conventions  standard english capitalization punctuation  spelling  writing
ELA - Common Core,3,16904,L.3.2.a,capitalize appropriate words  titles,capitalize appropriate words  titles
ELA - Common Core,3,16905,L.3.2.b,use commas  addresses,use commas  addresses
ELA - Common Core,3,16906,L.3.2.c,use commas  quotation marks  dialogue,use commas  quotation marks  dialogue
ELA - Common Core,3,16907,L.3.2.d,form  use possessives,form  use possessives
ELA - Common Core,3,16908,L.3.2.e,use conventional spelling  highfrequency   studied words   adding suffixes  base words,use conventional spelling  highfrequency   studied words   adding suffixes  base words
ELA - Common Core,3,16909,L.3.2.f,use spelling patterns  generalizations  writing words,use spelling patterns  generalizations  writing words
ELA - Common Core,3,16910,L.3.2.g,consult reference materials including beginning dictionaries  needed  check  correct spellings,consult reference materials including beginning dictionaries  needed  check  correct spellings
ELA - Common Core,3,16989,L.3.3,use knowledge  language   conventions  writing speaking reading  listening,use knowledge  language   conventions  writing speaking reading  listening
ELA - Common Core,3,16990,L.3.3.a,choose words  phrases  effect,choose words  phrases  effect
ELA - Common Core,3,16991,L.3.3.b,recognize  observe differences   conventions  spoken  written standard english,recognize  observe differences   conventions  spoken  written standard english
ELA - Common Core,3,17043,L.3.4,determine  clarify  meaning  unknown  multiplemeaning word  phrases based  grade 3 reading  content choosing flexibly   range  strategies,determine  clarify  meaning  unknown  multiplemeaning word  phrases based  grade 3 reading  content choosing flexibly   range  strategies
ELA - Common Core,3,17044,L.3.4.a,use sentencelevel context   clue   meaning   word  phrase,use sentencelevel context   clue   meaning   word  phrase
ELA - Common Core,3,17045,L.3.4.b,determine  meaning   new word formed   known affix  added   known word ,determine  meaning   new word formed   known affix  added   known word 
ELA - Common Core,3,17046,L.3.4.c,use  known root word   clue   meaning   unknown word    root,use  known root word   clue   meaning   unknown word    root
